platform,video_id,channel_id,channel_name,title,description,published_at,duration_seconds,view_count,like_count,comment_count,share_count,tags,ingested_at,data_source_type,full_content_text,extracted_hashtags,cleaned_text,tokens,token_count,clean_tokens,clean_token_count,clean_text_final
tiktok,tt_7656682127311883540,sabbarae.59,@Muhammad Riswan,Iyya pusing too😂 #foryou #sidarp📍 #fypシ #viralvideo #videolucu,Iyya pusing too😂 #foryou #sidarp📍 #fypシ #viralvideo #videolucu,2026-06-29 05:17:20+00:00,21,7835194,744017,13036,477978,"['foryou', 'sidarp', 'fypシ', 'viralvideo', 'videolucu']",2026-09-20 14:14:04.954727+00:00,TIKTOK_LIVE_FYP_FEED,Iyya pusing too😂 #foryou #sidarp📍 #fypシ #viralvideo #videolucu Iyya pusing too😂 #foryou #sidarp📍 #fypシ #viralvideo #videolucu,"foryou, sidarp, fypシ, viralvideo, videolucu, foryou, sidarp, fypシ, viralvideo, videolucu",iyya pusing too foryou sidarp fypシ viralvideo videolucu iyya pusing too foryou sidarp fypシ viralvideo videolucu,"iyya, pusing, too, foryou, sidarp, viralvideo, videolucu, iyya, pusing, too, foryou, sidarp, viralvideo, videolucu",14,"iyya, pusing, foryou, sidarp, viralvideo, videolucu, iyya, pusing, foryou, sidarp, viralvideo, videolucu",12,iyya pusing foryou sidarp viralvideo videolucu iyya pusing foryou sidarp viralvideo videolucu
tiktok,tt_7680874497955728661,kelariskalista,@klar,Cieeee🥹🫵🏻❤️ Cepet kirim! 🎵Anugerah Terindah - Andmesh Kamaleng #AnugerahTerindah #AndmeshKamaleng #Coverlagu #Nyanyi #Fo,Cieeee🥹🫵🏻❤️ Cepet kirim! 🎵Anugerah Terindah - Andmesh Kamaleng #AnugerahTerindah #AndmeshKamaleng #Coverlagu #Nyanyi #Foryoupage,2026-09-02 11:10:00+00:00,45,5981060,481167,20129,309192,"['AnugerahTerindah', 'AndmeshKamaleng', 'Coverlagu', 'Nyanyi', 'Foryoupage']",2026-09-20 14:14:04.954727+00:00,TIKTOK_LIVE_FYP_FEED,Cieeee🥹🫵🏻❤️ Cepet kirim! 🎵Anugerah Terindah - Andmesh Kamaleng #AnugerahTerindah #AndmeshKamaleng #Coverlagu #Nyanyi #Fo Cieeee🥹🫵🏻❤️ Cepet kirim! 🎵Anugerah Terindah - Andmesh Kamaleng #AnugerahTerindah #AndmeshKamaleng #Coverlagu #Nyanyi #Foryoupage,"anugerahterindah, andmeshkamaleng, coverlagu, nyanyi, fo, anugerahterindah, andmeshkamaleng, coverlagu, nyanyi, foryoupage",cieeee cepet kirim anugerah terindah andmesh kamaleng anugerahterindah andmeshkamaleng coverlagu nyanyi fo cieeee cepet kirim anugerah terindah andmesh kamaleng anugerahterindah andmeshkamaleng coverlagu nyanyi foryoupage,"cieeee, cepet, kirim, anugerah, terindah, andmesh, kamaleng, anugerahterindah, andmeshkamaleng, coverlagu, nyanyi, fo, cieeee, cepet, kirim, anugerah, terindah, andmesh, kamaleng, anugerahterindah, andmeshkamaleng, coverlagu, nyanyi, foryoupage",24,"cieeee, cepet, kirim, anugerah, terindah, andmesh, kamaleng, anugerahterindah, andmeshkamaleng, coverlagu, nyanyi, fo, cieeee, cepet, kirim, anugerah, terindah, andmesh, kamaleng, anugerahterindah, andmeshkamaleng, coverlagu, nyanyi, foryoupage",24,cieeee cepet kirim anugerah terindah andmesh kamaleng anugerahterindah andmeshkamaleng coverlagu nyanyi fo cieeee cepet kirim anugerah terindah andmesh kamaleng anugerahterindah andmeshkamaleng coverlagu nyanyi foryoupage
tiktok,tt_7687032832169954578,im_setiadi96,@￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴￴ ￴ ￴￴,Trending TikTok Short,Trending TikTok Short,2026-09-19 00:13:32+00:00,20,9234948,2154942,8676,244702,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:04.954727+00:00,TIKTOK_LIVE_FYP_FEED,Trending TikTok Short Trending TikTok Short,,trending tiktok short trending tiktok short,"trending, tiktok, short, trending, tiktok, short",6,"trending, tiktok, short, trending, tiktok, short",6,trending tiktok short trending tiktok short
tiktok,tt_7674964247209708821,clearindonesia,@clearindonesia,"Real talk, ini bukan shampoo yang cuma numpang lewat di kepala kamu.  Formula, barrier, scalp care, packed jadi satu, da","Real talk, ini bukan shampoo yang cuma numpang lewat di kepala kamu.  Formula, barrier, scalp care, packed jadi satu, dan itu yang bikin beda. That's the glow up your scalp deserves.",2026-08-17 11:41:10+00:00,30,18414912,48362,181,1418,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:04.954727+00:00,TIKTOK_LIVE_FYP_FEED,"Real talk, ini bukan shampoo yang cuma numpang lewat di kepala kamu.  Formula, barrier, scalp care, packed jadi satu, da Real talk, ini bukan shampoo yang cuma numpang lewat di kepala kamu.  Formula, barrier, scalp care, packed jadi satu, dan itu yang bikin beda. That's the glow up your scalp deserves.",,real talk ini bukan shampoo yang cuma numpang lewat di kepala kamu formula barrier scalp care packed jadi satu da real talk ini bukan shampoo yang cuma numpang lewat di kepala kamu formula barrier scalp care packed jadi satu dan itu yang bikin beda that s the glow up your scalp deserves,"real, talk, ini, bukan, shampoo, yang, cuma, numpang, lewat, di, kepala, kamu, formula, barrier, scalp, care, packed, jadi, satu, da, real, talk, ini, bukan, shampoo, yang, cuma, numpang, lewat, di, kepala, kamu, formula, barrier, scalp, care, packed, jadi, satu, dan, itu, yang, bikin, beda, that, the, glow, up, your, scalp, deserves",51,"real, talk, shampoo, numpang, kepala, formula, barrier, scalp, care, packed, da, real, talk, shampoo, numpang, kepala, formula, barrier, scalp, care, packed, bikin, beda, glow, scalp, deserves",26,real talk shampoo numpang kepala formula barrier scalp care packed da real talk shampoo numpang kepala formula barrier scalp care packed bikin beda glow scalp deserves
tiktok,tt_7679112451832466708,racunbrgcute,@racunbrgcute,#kipasangin #kipasanginportable #kipasmini #kipasmurah #kipsasangin,#kipasangin #kipasanginportable #kipasmini #kipasmurah #kipsasangin,2026-08-28 16:28:11+00:00,11,1699585,10680,322,1214,"['kipasangin', 'kipasanginportable', 'kipasmini', 'kipasmurah', 'kipsasangin']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,#kipasangin #kipasanginportable #kipasmini #kipasmurah #kipsasangin #kipasangin #kipasanginportable #kipasmini #kipasmurah #kipsasangin,"kipasangin, kipasanginportable, kipasmini, kipasmurah, kipsasangin, kipasangin, kipasanginportable, kipasmini, kipasmurah, kipsasangin",kipasangin kipasanginportable kipasmini kipasmurah kipsasangin kipasangin kipasanginportable kipasmini kipasmurah kipsasangin,"kipasangin, kipasanginportable, kipasmini, kipasmurah, kipsasangin, kipasangin, kipasanginportable, kipasmini, kipasmurah, kipsasangin",10,"kipasangin, kipasanginportable, kipasmini, kipasmurah, kipsasangin, kipasangin, kipasanginportable, kipasmini, kipasmurah, kipsasangin",10,kipasangin kipasanginportable kipasmini kipasmurah kipsasangin kipasangin kipasanginportable kipasmini kipasmurah kipsasangin
tiktok,tt_7679371481624677640,wakatobi.2,@🌼,#akunbaru #beranda #fypシ #wakatobi,#akunbaru #beranda #fypシ #wakatobi,2026-08-29 08:43:34+00:00,5,399089,23896,7597,2214,"['akunbaru', 'beranda', 'fypシ', 'wakatobi']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,#akunbaru #beranda #fypシ #wakatobi #akunbaru #beranda #fypシ #wakatobi,"akunbaru, beranda, fypシ, wakatobi, akunbaru, beranda, fypシ, wakatobi",akunbaru beranda fypシ wakatobi akunbaru beranda fypシ wakatobi,"akunbaru, beranda, wakatobi, akunbaru, beranda, wakatobi",6,"akunbaru, beranda, wakatobi, akunbaru, beranda, wakatobi",6,akunbaru beranda wakatobi akunbaru beranda wakatobi
tiktok,tt_7680086940254768392,cintascl_,@cintascl_,efek samping nge kost,efek samping nge kost,2026-08-31 06:59:55+00:00,12,3383864,444164,2693,21165,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,efek samping nge kost efek samping nge kost,,efek samping nge kost efek samping nge kost,"efek, samping, nge, kost, efek, samping, nge, kost",8,"efek, samping, nge, kost, efek, samping, nge, kost",8,efek samping nge kost efek samping nge kost
tiktok,tt_7664599038951558421,amandamanopoaustin,@amandamanopoaustin,Bisa yuk,Bisa yuk,2026-07-20 13:18:55+00:00,12,7948453,780620,7676,37581,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,Bisa yuk Bisa yuk,,bisa yuk bisa yuk,"bisa, yuk, bisa, yuk",4,,0,
tiktok,tt_7671636463267613960,21_nisakuyy,@Nisa,no kemen🙏,no kemen🙏,2026-08-08 12:27:40+00:00,5,12130240,1509253,6365,52103,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,no kemen🙏 no kemen🙏,,no kemen no kemen,"no, kemen, no, kemen",4,"kemen, kemen",2,kemen kemen
tiktok,tt_7679070466816052501,kuszma24,@Kuszma,#fyp #sandal,#fyp #sandal,2026-08-28 13:15:27+00:00,13,2372062,9560,38,980,"['fyp', 'sandal']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,#fyp #sandal #fyp #sandal,"fyp, sandal, fyp, sandal",fyp sandal fyp sandal,"fyp, sandal, fyp, sandal",4,"fyp, sandal, fyp, sandal",4,fyp sandal fyp sandal
tiktok,tt_7687271688261733653,jennifer.coppen,@Jennifer Hubner,Mermaid in the house,Mermaid in the house,2026-09-19 15:40:20+00:00,16,6095584,1085888,2368,27535,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,Mermaid in the house Mermaid in the house,,mermaid in the house mermaid in the house,"mermaid, in, the, house, mermaid, in, the, house",8,"mermaid, house, mermaid, house",4,mermaid house mermaid house
tiktok,tt_7670423232817679633,auliacookingjourney,@Selina🍳,Enak banget masyaallah🫶🏻M AYAM GORENG KIPAS Bahan: 6 pcs paha ayam 8 bawang merah 5 bawang putih 1 sdt ketumbar bubuk 1/,Enak banget masyaallah🫶🏻M AYAM GORENG KIPAS Bahan: 6 pcs paha ayam 8 bawang merah 5 bawang putih 1 sdt ketumbar bubuk 1/2 sdt lada bubuk 2 sdt cabe bubuk  1 butir telur 1/2 sdm penyedap 1 sdt garam 2 sdm tepung terigu  5 sdm tepung maizena 3 sdm tepung tapioka,2026-08-05 06:00:12+00:00,32,15577084,1326532,3595,184560,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,Enak banget masyaallah🫶🏻M AYAM GORENG KIPAS Bahan: 6 pcs paha ayam 8 bawang merah 5 bawang putih 1 sdt ketumbar bubuk 1/ Enak banget masyaallah🫶🏻M AYAM GORENG KIPAS Bahan: 6 pcs paha ayam 8 bawang merah 5 bawang putih 1 sdt ketumbar bubuk 1/2 sdt lada bubuk 2 sdt cabe bubuk  1 butir telur 1/2 sdm penyedap 1 sdt garam 2 sdm tepung terigu  5 sdm tepung maizena 3 sdm tepung tapioka,,enak banget masyaallah m ayam goreng kipas bahan 6 pcs paha ayam 8 bawang merah 5 bawang putih 1 sdt ketumbar bubuk 1 enak banget masyaallah m ayam goreng kipas bahan 6 pcs paha ayam 8 bawang merah 5 bawang putih 1 sdt ketumbar bubuk 1 2 sdt lada bubuk 2 sdt cabe bubuk 1 butir telur 1 2 sdm penyedap 1 sdt garam 2 sdm tepung terigu 5 sdm tepung maizena 3 sdm tepung tapioka,"enak, banget, masyaallah, ayam, goreng, kipas, bahan, pcs, paha, ayam, bawang, merah, bawang, putih, sdt, ketumbar, bubuk, enak, banget, masyaallah, ayam, goreng, kipas, bahan, pcs, paha, ayam, bawang, merah, bawang, putih, sdt, ketumbar, bubuk, sdt, lada, bubuk, sdt, cabe, bubuk, butir, telur, sdm, penyedap, sdt, garam, sdm, tepung, terigu, sdm, tepung, maizena, sdm, tepung, tapioka",55,"enak, banget, masyaallah, ayam, goreng, kipas, bahan, pcs, paha, ayam, bawang, merah, bawang, putih, sdt, ketumbar, bubuk, enak, banget, masyaallah, ayam, goreng, kipas, bahan, pcs, paha, ayam, bawang, merah, bawang, putih, sdt, ketumbar, bubuk, sdt, lada, bubuk, sdt, cabe, bubuk, butir, telur, sdm, penyedap, sdt, garam, sdm, tepung, terigu, sdm, tepung, maizena, sdm, tepung, tapioka",55,enak banget masyaallah ayam goreng kipas bahan pcs paha ayam bawang merah bawang putih sdt ketumbar bubuk enak banget masyaallah ayam goreng kipas bahan pcs paha ayam bawang merah bawang putih sdt ketumbar bubuk sdt lada bubuk sdt cabe bubuk butir telur sdm penyedap sdt garam sdm tepung terigu sdm tepung maizena sdm tepung tapioka
tiktok,tt_7683892742610554130,4.batak.1.cina,@4 Batak 1 Cina,Trending TikTok Short,Trending TikTok Short,2026-09-10 13:08:19+00:00,21,1486141,165133,408,9633,"['tiktok', 'fyp', 'viral', 'id']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,Trending TikTok Short Trending TikTok Short,,trending tiktok short trending tiktok short,"trending, tiktok, short, trending, tiktok, short",6,"trending, tiktok, short, trending, tiktok, short",6,trending tiktok short trending tiktok short
tiktok,tt_7679831160968596756,richiegirlhervilla,@SLEEPY🥱,#makeuptranlationchallange,#makeuptranlationchallange,2026-08-30 14:27:17+00:00,13,1194640,69803,312,2973,['makeuptranlationchallange'],2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,#makeuptranlationchallange #makeuptranlationchallange,"makeuptranlationchallange, makeuptranlationchallange",makeuptranlationchallange makeuptranlationchallange,"makeuptranlationchallange, makeuptranlationchallange",2,"makeuptranlationchallange, makeuptranlationchallange",2,makeuptranlationchallange makeuptranlationchallange
tiktok,tt_7686851513620270357,tiarashafly,@tiarashafly,sekarat bangat udh ini dompet 🥲 #betawi #pov #funnycouple #fyp #tiarashafly,sekarat bangat udh ini dompet 🥲 #betawi #pov #funnycouple #fyp #tiarashafly,2026-09-18 12:29:48+00:00,43,3085733,545037,1579,34564,"['betawi', 'pov', 'funnycouple', 'fyp', 'tiarashafly']",2026-09-20 14:14:19.196280+00:00,TIKTOK_LIVE_FYP_FEED,sekarat bangat udh ini dompet 🥲 #betawi #pov #funnycouple #fyp #tiarashafly sekarat bangat udh ini dompet 🥲 #betawi #pov #funnycouple #fyp #tiarashafly,"betawi, pov, funnycouple, fyp, tiarashafly, betawi, pov, funnycouple, fyp, tiarashafly",sekarat bangat udh ini dompet betawi pov funnycouple fyp tiarashafly sekarat bangat udh ini dompet betawi pov funnycouple fyp tiarashafly,"sekarat, bangat, udh, ini, dompet, betawi, pov, funnycouple, fyp, tiarashafly, sekarat, bangat, udh, ini, dompet, betawi, pov, funnycouple, fyp, tiarashafly",20,"sekarat, bangat, udh, dompet, betawi, pov, funnycouple, fyp, tiarashafly, sekarat, bangat, udh, dompet, betawi, pov, funnycouple, fyp, tiarashafly",18,sekarat bangat udh dompet betawi pov funnycouple fyp tiarashafly sekarat bangat udh dompet betawi pov funnycouple fyp tiarashafly
youtube,rPysfjP_NWg,UCz32jbRfwCGVXFZfHRoNPrQ,Wilitama,FILM PENDEK INSPIRATIF 1 MENIT - BATU,"20_ON_TRENDING remake versi Indonesia, ada banyak yg buat namun ide dari https://youtu.be/5hPtU8Jbpg0.",,59,1318003,65900,3954,0,"['shorts', 'viral', 'idekontenviralindonesia#shorts']",2026-09-26 13:11:17.474964+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,"FILM PENDEK INSPIRATIF 1 MENIT - BATU 20_ON_TRENDING remake versi Indonesia, ada banyak yg buat namun ide dari https://youtu.be/5hPtU8Jbpg0.",,film pendek inspiratif 1 menit batu 20 on trending remake versi indonesia ada banyak yg buat namun ide dari,"film, pendek, inspiratif, menit, batu, on, trending, remake, versi, indonesia, ada, banyak, yg, buat, namun, ide, dari",17,"film, pendek, inspiratif, menit, batu, trending, remake, versi, indonesia, yg, ide",11,film pendek inspiratif menit batu trending remake versi indonesia yg ide
youtube,Bu3Mwiynhqg,UCtzXWdNdxmk0jghwiJLn6Fg,RANIA VLOGS 200K,XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES,XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES The hottest XXL freestyle is ...,,36,294929,14746,884,0,"['shorts', 'viral', 'shortsviralindonesia']",2026-09-26 13:56:55.731620+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES The hottest XXL freestyle is ...,,xxl xxl xxl xxl freestyle 2024 xxl 2025 xxwd5000xa xxl xxl xxl xxl freestyles xxl xxl xxl xxl freestyle 2024 xxl 2025 xxwd5000xa xxl xxl xxl xxl freestyles the hottest xxl freestyle is,"xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, the, hottest, xxl, freestyle, is",27,"xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, hottest, xxl, freestyle",25,xxl xxl xxl xxl freestyle xxl xxl xxl xxl xxl freestyles xxl xxl xxl xxl freestyle xxl xxl xxl xxl xxl freestyles hottest xxl freestyle
youtube,N5eW7ryjWHs,UCdek_kEkEp4u3IMfd9rZ--g,M K T VLOGS,XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES,XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES The hottest XXL freestyle is ...,,33,404197,20209,1212,0,"['shorts', 'viral', 'shortsviralindonesia']",2026-09-26 13:57:15.840685+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES XXL XXL XXL XXL FREESTYLE 2024 |XXL 2025 | Xxwd5000xa | XXL XXL XXL XXL FREESTYLES The hottest XXL freestyle is ...,,xxl xxl xxl xxl freestyle 2024 xxl 2025 xxwd5000xa xxl xxl xxl xxl freestyles xxl xxl xxl xxl freestyle 2024 xxl 2025 xxwd5000xa xxl xxl xxl xxl freestyles the hottest xxl freestyle is,"xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, the, hottest, xxl, freestyle, is",27,"xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, xxl, xxl, xxl, xxl, freestyle, xxl, xxl, xxl, xxl, xxl, freestyles, hottest, xxl, freestyle",25,xxl xxl xxl xxl freestyle xxl xxl xxl xxl xxl freestyles xxl xxl xxl xxl freestyle xxl xxl xxl xxl xxl freestyles hottest xxl freestyle
youtube,8qIbQ2QdK-k,UCs7tYSpI3hh9rxF7by2VMig,SHO Dharma Tech,"Froben Tablet (Flurbiprofen) | Uses, Benefits, Side Effects & Important Precautions","Froben Tablet (Flurbiprofen) | Uses, Benefits, Side Effects & Important Precautions",,48,404120,20206,1212,0,"['shorts', 'viral', 'shortsviralindonesia']",2026-09-20 14:12:09.099510+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,"Froben Tablet (Flurbiprofen) | Uses, Benefits, Side Effects & Important Precautions Froben Tablet (Flurbiprofen) | Uses, Benefits, Side Effects & Important Precautions",,froben tablet flurbiprofen uses benefits side effects important precautions froben tablet flurbiprofen uses benefits side effects important precautions,"froben, tablet, flurbiprofen, uses, benefits, side, effects, important, precautions, froben, tablet, flurbiprofen, uses, benefits, side, effects, important, precautions",18,"froben, tablet, flurbiprofen, uses, benefits, side, effects, important, precautions, froben, tablet, flurbiprofen, uses, benefits, side, effects, important, precautions",18,froben tablet flurbiprofen uses benefits side effects important precautions froben tablet flurbiprofen uses benefits side effects important precautions
youtube,Yx_N-mJE1rI,UCGiX1roschAfnDVuHBN9kUw,Saiyra,Fight,Fight,,19,149797,7489,449,0,"['shorts', 'viral', 'shortsviralindonesia']",2026-09-20 14:11:16.004324+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,Fight Fight,,fight fight,"fight, fight",2,"fight, fight",2,fight fight
youtube,Pqkbh8MjJXQ,UCGiX1roschAfnDVuHBN9kUw,Saiyra,Hi,Hi,,22,250866,12543,752,0,"['shorts', 'viral', 'shortsviralindonesia']",2026-09-20 14:11:16.004324+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,Hi Hi,,hi hi,"hi, hi",2,"hi, hi",2,hi hi
youtube,OxbvT2f2RP0,UCXpU7pVX-Nn4XHKF3rY-5pA,Ujiansusahbet12,Kau mau apa lihat lah ada kopdeeees di awan?!  #shorts #kopdes,Kopdes #KopdesIndonesia #KoperasiDesa #KoperasiDesaMerahPutih #KopdesMerahPutih #DesaIndonesia #Desa #Indonesia ...,,25,57882,2894,173,0,"['shorts', 'viral', 'shortsngakakviralindonesia']",2026-09-20 14:11:16.004324+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,Kau mau apa lihat lah ada kopdeeees di awan?!  #shorts #kopdes Kopdes #KopdesIndonesia #KoperasiDesa #KoperasiDesaMerahPutih #KopdesMerahPutih #DesaIndonesia #Desa #Indonesia ...,"shorts, kopdes, kopdesindonesia, koperasidesa, koperasidesamerahputih, kopdesmerahputih, desaindonesia, desa, indonesia",kau mau apa lihat lah ada kopdeeees di awan shorts kopdes kopdes kopdesindonesia koperasidesa koperasidesamerahputih kopdesmerahputih desaindonesia desa indonesia,"kau, mau, apa, lihat, lah, ada, kopdeeees, di, awan, shorts, kopdes, kopdes, kopdesindonesia, koperasidesa, koperasidesamerahputih, kopdesmerahputih, desaindonesia, desa, indonesia",19,"kau, kopdeeees, awan, shorts, kopdes, kopdes, kopdesindonesia, koperasidesa, koperasidesamerahputih, kopdesmerahputih, desaindonesia, desa, indonesia",13,kau kopdeeees awan shorts kopdes kopdes kopdesindonesia koperasidesa koperasidesamerahputih kopdesmerahputih desaindonesia desa indonesia
youtube,uF0kzox0BME,UCFSNKwwJbmnFjttVnbM0QQQ,LookUp Channel,#shorts Makanan Asli Indonesia Ini Sangat Diakui Dunia lho,"Rendang sebagai makanan asli Indonesia ternyata mendapat tempat di hata para pecinta kuliner dunia, nyata nya selama ...",,42,8930,446,26,0,"['shorts', 'viral', 'shortskulinerviralindonesia']",2026-09-20 14:11:16.004324+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,"#shorts Makanan Asli Indonesia Ini Sangat Diakui Dunia lho Rendang sebagai makanan asli Indonesia ternyata mendapat tempat di hata para pecinta kuliner dunia, nyata nya selama ...",shorts,shorts makanan asli indonesia ini sangat diakui dunia lho rendang sebagai makanan asli indonesia ternyata mendapat tempat di hata para pecinta kuliner dunia nyata nya selama,"shorts, makanan, asli, indonesia, ini, sangat, diakui, dunia, lho, rendang, sebagai, makanan, asli, indonesia, ternyata, mendapat, tempat, di, hata, para, pecinta, kuliner, dunia, nyata, nya, selama",26,"shorts, makanan, asli, indonesia, diakui, dunia, lho, rendang, makanan, asli, indonesia, hata, pecinta, kuliner, dunia, nyata, nya",17,shorts makanan asli indonesia diakui dunia lho rendang makanan asli indonesia hata pecinta kuliner dunia nyata nya
youtube,hWVJucr3Il8,UCeZN2EGJGdAKh_NloU9PXPA,Take OneTV,Iklan Sweet Talk Bakery - Product Commercial Video,Take One TV provide Commercial Product Video Service. Video is the fastest way to deliver a message and let your brand be ...,,16,641866,32093,1925,0,"['shorts', 'viral', 'tipsbisnisviral#shorts']",2026-09-20 14:11:16.004324+00:00,YOUTUBE_YTDLP_BROAD_SEARCH,Iklan Sweet Talk Bakery - Product Commercial Video Take One TV provide Commercial Product Video Service. Video is the fastest way to deliver a message and let your brand be ...,,iklan sweet talk bakery product commercial video take one tv provide commercial product video service video is the fastest way to deliver a message and let your brand be,"iklan, sweet, talk, bakery, product, commercial, video, take, one, tv, provide, commercial, product, video, service, video, is, the, fastest, way, to, deliver, message, and, let, your, brand, be",28,"iklan, sweet, talk, bakery, product, commercial, video, take, one, tv, provide, commercial, product, video, service, video, fastest, way, deliver, message, let, brand",22,iklan sweet talk bakery product commercial video take one tv provide commercial product video service video fastest way deliver message let brand
